brand,model,year,mileage,fuel,power_ps,price
BMW,630 xD,2022,62450,Diesel,286,487491
BMW,X3 xDrive20d,2019,107300,Diesel,190,29830
BMW,X3 xDrive20d,2022,117851,Diesel,190,377701
Opel,Mokka Elegance,2022,38710,Benzin,131,184501
Ford,Tourneo Custom,2022,45400,Diesel,131,36999
Audi,Q7 Q7,2021,92500,Diesel,286,42800
Nissan,"Qashqai 1,3",2025,5,Benzin,158,289001
Audi,A3 Sportback,2023,20589,Benzin,110,279801
Kia,Ceed SW,2020,58387,Benzin,140,19380
Skoda,Octavia Combi,2020,74811,Benzin,245,259481
Fiat,500 500X,2022,71990,Benzin,131,16989
Skoda,Elroq RS,,,Elektro,340,498801
Fiat,600 La,2026,10,Benzin,145,264501
Mitsubishi,Space Star,2019,40050,Benzin,71,7400
Renault,Twizy 45,2019,5252,Elektro,5,6490
Mazda,3 e-SKYACTIV-G,2024,7410,Benzin,140,248451
Ford,Kuga Hybrid,2024,5,Benzin,190,299801
Mitsubishi,L200 Top,2021,59890,Diesel,150,329781
Volkswagen,Tiguan 1.5,2024,15010,Benzin,150,342101
Opel,Astra GSe,2023,22653,Benzin,224,269001
Mercedes-Benz,S 580,2024,21783,Benzin,503,1179001
Audi,A6 e-tron,2025,7914,Elektro,286,553881
Volkswagen,Tiguan 2.0,2024,14900,Diesel,150,344901
Opel,Corsa-e Edition*Klimaautomatik*Lichtsensor*Regen,2022,19620,Elektro,136,139901
Volkswagen,Tiguan Elegance,2020,64772,Benzin,150,24749
Volvo,XC40 1.5,2019,99136,Benzin,163,21990
Audi,A3 2.0,2018,117512,Benzin,190,21990
Mercedes-Benz,AMG GT,2024,7099,Benzin,367,879801
Audi,S6 3.0,2020,156078,Diesel,349,384401
Audi,A6 A6,2022,71759,Diesel,286,33880
CUPRA,Leon 1.5,2025,8314,Benzin,150,294441
Volkswagen,T-Roc Life,2023,33814,Benzin,150,249301
Hyundai,SANTA FE,2021,61000,Benzin,230,305901
Peugeot,Rifter Kombi,2021,46326,Diesel,102,163101
Hyundai,SANTA FE,2021,61000,Benzin,230,305901
Volvo,V90 Plus,2022,53750,Benzin,455,387491
Mercedes-Benz,EQB 300,2024,12642,Elektro,228,366631
Opel,Astra L,2024,14352,Benzin,131,259501
MG,MG4 LUXURY,2025,5,Elektro,204,259501
Mercedes-Benz,R 280,2009,289000,Diesel,190,6400
Volkswagen,T6 Transporter,2017,168202,Diesel,150,159501
Audi,A1 Sportback,2020,92000,Benzin,116,17900
Volkswagen,T-Roc *Style*,2025,30,Benzin,150,309001
Volkswagen,Tiguan Allspace,2021,50000,Diesel,200,35990
Toyota,C-HR 1.8,2024,9500,Benzin,140,272891
Hyundai,i20 1.2,2025,50,Benzin,79,174801
Mazda,CX-30 Homura,2022,23692,Benzin,150,239901
BMW,440 Gran,2022,77450,Benzin,374,467491
Honda,HR-V HR-V,2022,81981,Benzin,107,21990
Mercedes-Benz,GLB 220,2021,90850,Diesel,190,36390
Skoda,Kamiq Monte,2025,100,Benzin,150,307801
Skoda,Karoq 1.5,2024,17178,Benzin,150,279801
Mercedes-Benz,V 300,2020,72034,Diesel,239,45890
Audi,A3 Sportback,2023,21220,Benzin,150,227501
Mercedes-Benz,V 300,2020,72034,Diesel,239,45890
Audi,A6 Avant,2025,14550,Benzin,367,739901
Volkswagen,Taigo Style,2022,33425,Benzin,150,228801
Porsche,991 Carrera,2016,68399,Benzin,430,109850
Audi,Q4 e-tron,2022,32800,Elektro,170,236801
CUPRA,Leon 1.5,2022,29150,Benzin,150,224501
SEAT,Leon Sportstourer,2021,86381,Benzin,204,189901
Toyota,RAV 4,2022,105961,Benzin,222,29870
Audi,Q5 50,2025,8150,Benzin,299,514801
Lamborghini,Gallardo LP560-4,2012,25235,Benzin,560,1399251
Volkswagen,Golf 1.5,2025,4244,Benzin,150,29990
Opel,Zafira ZAFIRA,2001,98000,Benzin,147,5950
Nissan,Juke N-Connecta,2023,24867,Benzin,114,18180
Volkswagen,T7 Multivan,2023,43400,Diesel,150,454901
Opel,Mokka X,2017,59500,Benzin,140,12980
Mercedes-Benz,A 200,2015,73936,Benzin,156,17180
Volkswagen,ID.4 Pro,2023,54412,Elektro,204,274801
Volkswagen,Tayron 1.5,2025,22230,Benzin,150,379501
MINI,Cooper S,2025,7076,Benzin,204,351081
Mercedes-Benz,C 200,2016,195055,Diesel,136,12490
Opel,Corsa-e Edition,2022,14880,Elektro,136,149301
Skoda,Enyaq 85x,2025,4999,Elektro,286,469801
Mercedes-Benz,Sprinter 319,2017,384000,Diesel,190,19900
MINI,John Cooper,2017,99750,Benzin,231,19989
Volkswagen,Tiguan Tiguan,2021,54712,Benzin,150,259701
Nissan,Qashqai N-CONNECTA,2024,13457,Benzin,190,297901
Lamborghini,Gallardo Spyder,2007,79122,Benzin,519,89450
Hyundai,SANTA FE,2025,1500,Benzin,215,489901
Opel,Corsa CORSA,2022,21126,Benzin,101,15999
Audi,S4 Avant,2023,45023,Diesel,341,488811
BMW,X3 M,2022,61596,Benzin,510,594991
Volkswagen,T-Cross Life,2025,7587,Benzin,116,222501
Citroen,C1 1.0,2017,24700,Benzin,69,11290
Skoda,Kamiq Selection,2025,5,Benzin,150,274101
Volkswagen,Golf VII,2015,198900,Diesel,184,13990
Toyota,Yaris Cross,2023,10519,Benzin,116,236891
Audi,Q5 50,2022,158785,Diesel,286,309801
Ford,Fiesta 1.0,2020,38496,Benzin,125,13980
Volkswagen,T-Roc 2.0,2023,21830,Diesel,150,299701
Opel,Corsa Edition*75Ps*Navi*Kamera*LED*PDC*SHZ*Carplay*uvm.,2022,66319,Benzin,75,99901
BMW,X4 xDrive30d,2018,85780,Diesel,265,32504
Toyota,Aygo X,,10,Benzin,116,290801
BMW,X3 xD20d,2022,66038,Diesel,190,359991
Volkswagen,Tiguan R-Line,2022,32000,Diesel,200,34950
Mercedes-Benz,V 250,2017,145594,Diesel,190,41990
Subaru,Forester 2.0,2020,29389,Benzin,150,27490
Volkswagen,T7 California,2025,19999,Benzin,245,699801
Kia,Rio 1.2,2018,78810,Benzin,114,10980
Dacia,Jogger Hybrid,2025,1515,Benzin,141,254901
Volkswagen,T-Roc 1.0,2022,33114,Benzin,110,208801
Audi,A6 40,2021,78200,Diesel,204,299101
Mercedes-Benz,E 300,2025,9000,Diesel,197,539801
Skoda,Octavia Octavia,2023,40000,Diesel,150,274801
Peugeot,e-208 Elektro,2025,5518,Elektro,136,209501
Skoda,Fabia Selection1.0,2026,100,Benzin,80,172901
BMW,iX M70,2025,18788,Elektro,659,949801
Kia,Sorento 1.6,2021,49987,Benzin,230,35990
Mercedes-Benz,GLA 250,2021,50100,Benzin,224,34986
Mercedes-Benz,GLC 63,2021,111200,Benzin,476,485001
Opel,Corsa Edition*75Ps*Navi*Kamera*LED*PDC*SHZ*Carplay*uvm.,2022,66319,Benzin,75,99901
Mercedes-Benz,GLC 63,2021,111200,Benzin,476,485001
Volkswagen,Passat Variant,2022,140320,Diesel,150,199501
Kia,Sportage 1.6,2018,56152,Benzin,132,15950
BMW,X5 50e,2024,58480,Benzin,489,814391
Volkswagen,T-Cross 1.0,2025,9975,Benzin,116,254981
Volkswagen,Golf Life,2022,27014,Benzin,110,188701
Mazda,6e Mazda,2025,4125,Elektro,258,373001
Porsche,992 Carrera,2025,1654,Benzin,541,185900
Ford,Grand C-Max,2015,94300,Benzin,125,10900
BMW,X3 xDrive20d,2025,7733,Diesel,197,522901
Volkswagen,T-Roc Life,2024,57400,Benzin,150,248501
Mitsubishi,Outlander AHK,2021,84018,Benzin,224,20990
BMW,M3 Competition,2025,10089,Benzin,530,884601
Opel,Grandland X,2024,50,Benzin,136,278901
Toyota,Corolla Cross,2025,1011,Benzin,178,398981
Tesla,Model 3,2021,109460,Elektro,498,244501
Mercedes-Benz,CLA 200,2022,96920,Diesel,150,234701
Volvo,XC60 Plus,2023,44742,Diesel,197,384401
Audi,e-tron Sportback,2022,34110,Elektro,408,359001
Dacia,Duster II,2021,48650,Benzin,131,13750
Mercedes-Benz,EQS EQS,2022,63200,Elektro,333,54800
Skoda,Fabia TSI,2023,70000,Benzin,95,14985
Bentley,Azure Cabriolet,2002,15300,Benzin,408,49900
Mercedes-Benz,A 200,2017,57413,Benzin,156,22990
Skoda,Superb Ambition,2022,97771,Diesel,150,224701
Mercedes-Benz,E 300,2025,9000,Diesel,313,658901
Volkswagen,Arteon R-LINE,2022,43053,Diesel,200,368801
Lexus,RZ 500e,,0,Elektro,381,526901
Kia,Sorento Platinum,2016,130166,Diesel,200,18900
Volvo,XC60 B5,2025,22420,Benzin,250,458501
smart,#1 BRABUS,2024,25480,Elektro,428,319991
Mercedes-Benz,GLE 350,2020,27364,Diesel,194,569501
BMW,430 xDrive,2018,82084,Benzin,252,26900
BMW,520 d,2021,70000,Diesel,190,338901
Ferrari,612 Scaglietti,2005,53697,Benzin,540,79850
Ford,Ranger Wildtrak,2026,50,Diesel,241,718901
Toyota,Corolla Hybrid,2019,35900,Benzin,152,19900
BMW,530 d,2021,134171,Diesel,286,322901
BMW,X1 xDrive23i,2025,14554,Benzin,204,558801
Hyundai,BAYON 1.0,2021,31839,Benzin,101,16900
BMW,X1 xDrive23i,2025,14554,Benzin,204,558801
Volkswagen,Golf Life,2023,86403,Benzin,110,163401
Mazda,3 e-SKYACTIV-G,2025,21152,Benzin,140,238851
Volvo,XC60 Inscription,2023,17603,Benzin,197,384801
Audi,Q5 TDI,2025,24328,Diesel,204,498801
Nissan,X-Trail 1.5,2023,23520,Benzin,163,279801
Audi,S6 Avant,2020,92300,Diesel,349,39890
Opel,Astra K,2017,98000,Benzin,150,11990
Toyota,Aygo X,,0,,,23470
Mercedes-Benz,GLC 300,2023,35754,Diesel,197,567631
Audi,A6 sport,2019,66500,Diesel,231,31980
Mercedes-Benz,EQE 350,2022,67615,Elektro,292,439901
BMW,X5 M50,2019,157000,Diesel,400,469001
Ferrari,458 Italia,2012,31356,Benzin,566,219980
Tesla,Model Y,2025,34,Elektro,533,67000
Land,Rover Defender,2023,33565,Diesel,300,619801
Volkswagen,Scirocco 2.0,2011,41961,Diesel,170,15995
Mercedes-Benz,GLC 250,2019,95527,Benzin,211,29500
Ford,Kuga 2.5,2025,150,Benzin,190,364501
CUPRA,Terramar 1.5,2025,12672,Benzin,150,319801
Ford,Fiesta 1.0,2023,50727,Benzin,125,148401
Mazda,2 1.5,2022,67117,Benzin,116,164801
Volvo,XC60 Momentum,2022,64063,Diesel,197,339801
Skoda,"Karoq 1,5",2026,10,Benzin,150,363001
Volkswagen,"Touareg 3,0",2018,138545,Diesel,286,337001
Dacia,Sandero Stepway,2024,19868,Benzin,101,149901
Mercedes-Benz,CLA 220,2026,9990,Diesel,190,469901
Skoda,Octavia Combi,2025,10050,Benzin,150,339501
Opel,Corsa Edition,2025,2,Benzin,110,219501
Nissan,Pulsar 1.2,2018,79919,Benzin,116,12990
Audi,SQ5 TDI,2020,80000,Diesel,347,409801
Audi,Q8 50,2021,50000,Diesel,286,54990
Skoda,Fabia 1.0,2025,50,Benzin,95,182771
Kia,Sportage Hybrid,2025,7000,Benzin,230,344501
Fiat,500X 1.4,2015,63663,Benzin,140,11970
Volkswagen,Golf Variant,,0,Benzin,333,559401
SEAT,Ateca 2.0,2021,65800,Diesel,150,219501
Audi,A3 35,2025,24914,Diesel,150,339801
Renault,Scenic Grand,2010,203445,Diesel,110,4800
Hyundai,iX55 Premium,2011,280000,Diesel,239,4888
Alpina,B8 Gran,2023,36499,Benzin,621,1299501
Mazda,CX-30 2.0,2021,67043,Benzin,122,20990
Kia,Sportage 1.6,2021,106000,Benzin,177,199001
Skoda,Karoq 1.5,2025,25962,Benzin,150,318661
BMW,M5 Touring,2025,1317,Benzin,585,1274901
Mercedes-Benz,E 350,2019,133459,Benzin,299,32500
Volkswagen,T6 Multivan,2018,135582,Diesel,204,35248
Toyota,Highlander Hybrid,2022,59655,Benzin,247,449901
Volkswagen,Caddy Style,2025,8645,Diesel,122,399901
Citroen,Spacetourer 2.0,2026,50,Diesel,177,383701
Land,Rover Defender,2022,92042,Diesel,300,579991
Kia,EV9 GT-Line,2025,17905,Elektro,385,618001
Volkswagen,T3 Caravelle,1987,138500,Benzin,111,14900
Volkswagen,T6.1 Caravelle,2020,90232,Diesel,150,378001
Ford,Focus Turnier,2024,39350,Benzin,155,199811
Kia,Sportage Black,2021,66100,Benzin,177,23950
Volkswagen,T-Cross 1.0,2025,19588,Benzin,116,232551
Audi,A8 50,2023,37803,Diesel,286,635501
BMW,X3 xDrive,2022,63253,Benzin,184,355901
Volkswagen,Touran Goal,2006,191342,Benzin,150,3590
CUPRA,Formentor 1.5,2024,26408,Benzin,150,259801
Volkswagen,Taigo 1.5,2022,47061,Benzin,150,218901
SEAT,Leon FR,2020,102690,Diesel,150,18870
BMW,X3 X3,2019,84510,Diesel,265,32880
Opel,Mokka X,2016,95800,Benzin,140,11300
BMW,520 520d,2021,74562,Diesel,190,299001
Audi,Q6 e-tron,2025,14575,Elektro,387,688661
Ford,Transit Kasten,2025,50,Diesel,131,287501
Audi,Q5 35,2023,52530,Diesel,163,349001
Ford,Fiesta Titanium,2023,5500,Benzin,125,18500
Mercedes-Benz,CLA 200,2019,57992,Benzin,163,25950
Ford,Tourneo Custom,2019,85000,Benzin,125,32890
Toyota,Proace Verso,2018,80096,Diesel,150,27988
Opel,Corsa-e GS*NAVI*SHZ*RFK*uvm,,10,Elektro,136,267801
Mercedes-Benz,C 180,2018,69988,Benzin,156,23950
Opel,Grandland X,2022,45661,Benzin,300,254901
Audi,SQ5 SQ5,2023,57300,Diesel,341,47590
Volkswagen,Golf Variant,2024,52600,Diesel,150,254501
Volvo,XC60 Core,2023,34144,Benzin,197,337801
Volkswagen,ID.4 Pure,2023,10400,Elektro,170,238801
Lexus,UX 250h,2025,10,Benzin,199,399881
Volkswagen,Caddy Caddy,2016,72788,Benzin,125,18980
Mercedes-Benz,GLC 300,2022,56148,Benzin,211,419701
Mercedes-Benz,GLE 63,2025,2242,Benzin,612,1449001
Audi,Q8 e-tron,2023,42280,Elektro,408,558901
Audi,Q3 SUV,2026,5000,Diesel,150,529001
Kia,Ceed SW,2022,26818,Benzin,141,219001
Opel,Corsa F,2023,8285,Elektro,136,179701
Skoda,Octavia Combi,2022,59322,Diesel,200,309801
Volvo,XC60 Core,2023,74442,Diesel,197,327801
Audi,RS Q3,2023,25900,Benzin,400,61990
Ford,Ranger XLT,2019,55543,Diesel,170,25980
Toyota,C-HR 2.0,2025,12,Benzin,197,319891
CUPRA,Born 170,2022,42774,Benzin,231,239901
BMW,X5 M,2022,62798,Benzin,394,569991
Mercedes-Benz,Vito 116,2020,87518,Diesel,163,235141
Volkswagen,Golf GOLF,2025,5000,Benzin,265,34950
Volkswagen,Caddy STYLE,2025,5,Benzin,116,339701
Hyundai,TUCSON 1.6,2021,34231,Benzin,265,259001
Opel,Karl Excite,2018,47693,Benzin,73,7990
Volkswagen,Tiguan 1.5,2019,89523,Benzin,150,20990
Volkswagen,T7 Multivan,2024,6900,Diesel,150,489901
Porsche,Panamera 4,2022,63000,Benzin,330,78950
Skoda,Superb Combi,2022,51694,Diesel,200,297731
Mercedes-Benz,GLB 250,2025,8700,Benzin,224,514901
Land,Rover Discovery,2017,130983,Diesel,179,19470
Audi,Q4 e-tron,2023,11000,Elektro,204,359801
Nissan,Juke 1.0,2024,50,Benzin,114,218901
Volkswagen,Arteon Shooting,2022,43108,Diesel,200,359701
Volkswagen,Golf 1.5,2019,74500,Benzin,150,15500
Ford,Transit Custom,2025,12610,Diesel,170,619801
CUPRA,Formentor VZ,2025,12758,Benzin,333,359801
Mercedes-Benz,C 300,2023,30900,Diesel,265,39450
Hyundai,TUCSON FL,,0,Diesel,136,329901
Volkswagen,Tiguan Allspace,2024,43071,Diesel,200,368301
Mercedes-Benz,G 63,2023,6000,Benzin,585,3048881
Volvo,XC60 Plus,2023,66576,Diesel,197,369001
BMW,440 Gran,2022,77450,Benzin,374,467491
BMW,X6 M,2022,81704,Benzin,625,799991
Audi,Q3 basis,2017,160000,Diesel,150,14800
BMW,440 Gran,2022,77450,Benzin,374,467491
BMW,X6 M,2022,81704,Benzin,625,799991
Audi,Q4 e-tron,2022,55931,Elektro,204,288901
MAN,TGE Kasten,2023,106500,Diesel,140,229801
Hyundai,H-1 Travel,2017,130640,Diesel,170,21740
Mercedes-Benz,EQE SUV,2024,28997,Elektro,245,529251
Volkswagen,Golf GTI,2022,49300,Benzin,300,314881
Volkswagen,Passat Variant,2025,6896,Benzin,272,437111
Opel,Zafira Life,2022,35380,Diesel,177,39950
Nissan,X-Trail Tekna,2025,5,Benzin,213,397101
Audi,e-tron GT,2021,91622,Elektro,476,454801
Citroen,Berlingo Kasten,2025,1263,Diesel,102,189501
Hyundai,STARIA STARIA,2025,2900,Benzin,224,488801
Volkswagen,T-Roc 1.0,2021,40795,Benzin,110,197501
Skoda,Octavia Combi,2025,15800,Benzin,265,374401
Volkswagen,T-Roc T-Roc,2021,53700,Benzin,150,21590
Hyundai,TUCSON 1.6,2022,34541,Benzin,265,259001
Skoda,Kodiaq Selection,2024,16600,Benzin,204,379801
CUPRA,Terramar VZ,2025,10,Benzin,265,438881
Ford,B-Max B-MAX,2016,35175,Benzin,140,9300
Mercedes-Benz,CLK 320,2007,241000,Diesel,224,7950
MINI,Cooper 5-Türer,2022,24750,Benzin,136,224491
Land,Rover Defender,2023,20010,Diesel,200,614801
Volvo,XC60 R,2022,48699,Diesel,197,388801
Audi,RS e-tron,,0,Elektro,843,2076601
Volkswagen,T-Cross Goal,2025,21500,Benzin,116,239801
Mercedes-Benz,GLB 200,2025,9204,Diesel,150,399001
Mercedes-Benz,SL 55,2022,5320,Benzin,476,1109001
Toyota,RAV 4,2018,57090,Benzin,197,24989
BMW,X5 M,2020,87743,Diesel,400,544991
Porsche,Macan GTS,2020,68500,Benzin,381,594901
BMW,120 5-Türer,2022,8750,Benzin,178,294491
Volkswagen,Golf Golf,2024,24000,Benzin,150,269701
Mercedes-Benz,B 200,2020,47140,Benzin,163,21990
Volvo,XC60 Momentum,2021,57473,Benzin,197,309801
Volkswagen,Touareg R-Line,2023,45517,Diesel,231,469491
Volkswagen,Arteon R-Line,2022,82000,Diesel,200,349701
Nissan,Qashqai N-CONNECTA,2024,5276,Benzin,158,289901
CUPRA,Terramar 1.5,2025,15577,Benzin,150,334751
MG,ZS EV,2021,41405,Elektro,143,12450
CUPRA,Terramar 1.5,2025,15577,Benzin,150,334751
Skoda,Rapid/Spaceback Rapid,2019,48751,Benzin,110,14990
Volkswagen,Golf Variant,2025,20,Benzin,150,369791
Hyundai,i30 2.0,2018,61853,Benzin,275,25490
Mercedes-Benz,A 45,2024,16728,Benzin,421,666991
Mercedes-Benz,C 43,2021,29300,Benzin,390,45999
Mercedes-Benz,Marco Polo,2019,192000,Diesel,163,37900
BMW,540 M,2023,47943,Diesel,340,549991
Porsche,Cayenne Turbo,2024,7751,Benzin,740,1599001
Porsche,Panamera GTS,2022,70767,Benzin,480,869001
BMW,X3 xDrive30d,2022,82450,Diesel,286,447491
SEAT,Mii electric,2021,13108,Elektro,83,13750
Ford,Focus 2.3,,93,Benzin,280,416101
Volvo,XC60 Momentum,2021,41738,Diesel,197,328901
Toyota,Highlander 2.5,2021,92752,Benzin,247,39990
Audi,Q5 55,2022,94285,Benzin,265,329801
Skoda,Superb Combi,2024,14384,Diesel,150,338901
Hyundai,i30 cw,2021,62100,Benzin,159,189901
Toyota,RAV 4,2023,17270,Benzin,306,41480
Volkswagen,Tiguan R-Line,2017,203000,Diesel,239,17990
MINI,Cooper E,2025,18357,Elektro,184,306581
Mercedes-Benz,V 300,2022,113855,Diesel,237,479991
Volkswagen,Beetle Cabrio,2018,41000,Benzin,220,38970
Mercedes-Benz,A 220,2020,127000,Benzin,190,228001
Volkswagen,Golf GTI,2019,68167,Benzin,245,23890
Land,Rover Range,2022,65500,Diesel,300,51880
Volkswagen,T7 Multivan,2025,2945,Benzin,204,539801
CUPRA,Leon 1.4,2021,51906,Benzin,150,23850
BMW,218 i,2019,71500,Benzin,140,17900
Volkswagen,Tiguan Allspace,2021,73720,Diesel,200,29880
Fiat,600 La,2024,14990,Benzin,101,244801
BMW,X3 xD30e,2022,53492,Benzin,292,349991
Kia,Ceed /,2019,75320,Benzin,99,13890
Skoda,Karoq Style,2023,71311,Diesel,150,279301
Volkswagen,T-Cross 1.0,2024,12255,Benzin,116,237501
Opel,Mokka *TOTWINKEL*SPURHALTEASSISTENT,2022,17400,Benzin,131,16999
Mercedes-Benz,B 200,2024,2000,Benzin,163,328901
Audi,Q8 e-tron,2023,42664,Elektro,340,468501
Ford,Focus Focus,2017,130450,Diesel,150,11480
Volkswagen,Golf VI,2011,356000,Diesel,105,2350
Ford,Focus Focus,2017,130450,Diesel,150,11480
Audi,Q7 S,2021,61362,Benzin,340,578801
Skoda,Kodiaq 2.0,2024,32990,Diesel,150,339901
Jaguar,XF Sportbrake,2024,10660,Diesel,204,459801
Dacia,Duster Blue,2021,73100,Diesel,116,169891
Mercedes-Benz,G 63,2023,33340,Benzin,585,173900
Mazda,CX-60 e-SKYACTIV-D,2023,42846,Diesel,254,418901
Toyota,Yaris 1.0,2022,55787,Benzin,72,129491
Volkswagen,Golf Life,2023,49746,Benzin,131,197501
Peugeot,3008 Hybrid,2022,48221,Benzin,224,219001
Mercedes-Benz,S 450,2023,89922,Diesel,367,898451
Audi,A4 Avant,2022,51375,Diesel,163,289501
Audi,RS Q3,2022,52350,Benzin,400,528801
Mercedes-Benz,350 ML,2014,81000,Benzin,306,24970
Skoda,Kodiaq Sportline,2020,85965,Benzin,190,28990
Mercedes-Benz,GLA 200,2024,41800,Diesel,150,336601
BMW,X3 xDrive20i,2022,48750,Benzin,184,397491
Opel,Corsa F,2021,49455,Benzin,101,162901
Nissan,X-Trail 1.5,2024,10971,Benzin,204,299801
Volkswagen,Golf Comfort.,2010,113400,Benzin,122,7500
Mazda,CX-5 e-SKYACTIV,,0,Benzin,141,432751
Volkswagen,Arteon 1.4,2022,49811,Benzin,218,299701
BMW,220 i,2024,8819,Benzin,184,374501
Volkswagen,Golf Life,2024,13062,Benzin,116,229901
Mercedes-Benz,C 300,2019,110873,Diesel,194,23890
Renault,Clio 1.0,2022,43798,Benzin,91,149501
Kia,Sorento 1.6T,2021,26390,Benzin,179,38450
Volkswagen,T-Roc T-ROC,2025,13000,Benzin,150,295991
Audi,A6 Avant,,10,Benzin,367,929901
Volkswagen,ID.4 Pure,2025,4880,Elektro,170,359901
Land,Rover Discovery,2019,109800,Diesel,306,29900
SEAT,Ateca 1.5,2024,10700,Benzin,150,309801
Volvo,XC40 Recharge,2022,48800,Elektro,231,268901
BMW,320 d,2024,17000,Diesel,190,399001
CUPRA,Ateca 2.0,2023,28424,Benzin,300,299801
Ford,Ranger 2.0Aut,2022,35778,Diesel,213,367501
Nissan,Juke 1.0DIG-T,2021,106340,Benzin,117,14900
Mercedes-Benz,SL 350,2014,85200,Benzin,306,42990
Nissan,X-Trail 1.5,2024,8959,Benzin,204,299801
Subaru,Forester 2.0X,2010,272126,Benzin,150,3980
Mercedes-Benz,CLE 200,2023,5391,Benzin,204,458151
Mercedes-Benz,GLB 200,2025,100,Benzin,163,474401
Hyundai,SANTA FE,2014,135375,Diesel,197,17440
Volkswagen,Caddy Maxi,2024,100,Diesel,122,449001
Audi,A4 Lim,2021,47200,Diesel,204,274201
Kia,Sportage 2.0,2021,53200,Diesel,185,249801
Volvo,XC60 R,2022,52365,Diesel,197,382501
Ford,Tourneo Connect,2024,16274,Diesel,122,305901
Volkswagen,Tiguan Life|NAV|PDC+Kamera|ACC|LED|AHK,2022,19074,Diesel,150,294401
BMW,i4 M50,2022,62750,Elektro,544,407491
Volkswagen,T6.1 Multivan,2022,77100,Diesel,150,459991
Mercedes-Benz,Citan Kombi,2022,44416,Diesel,95,18980
BMW,530 Alarm,2023,46129,Diesel,286,379991
Audi,e-tron 50,2019,102973,Elektro,313,269901
Toyota,Yaris Cross,2025,1012,Benzin,131,289891
BMW,330 Sport,2020,50482,Benzin,292,284991
CUPRA,Born 77,2022,35345,Elektro,231,259801
BMW,330 i,2024,4016,Benzin,245,384801
Audi,Q5 advanced,2021,58839,Benzin,299,344801
Subaru,Forester 2.0X,2010,272126,Benzin,150,3980
Mercedes-Benz,E 300,2020,50040,Benzin,258,349801
BMW,540 xD,2022,28234,Benzin,333,53999
Hyundai,i40 2.0,2018,108552,Benzin,165,16950
Opel,Insignia Sport,2021,52490,Diesel,122,186901
Volkswagen,Crafter 35,2001,45180,Diesel,140,272001
Skoda,Karoq 1.5,2024,20197,Benzin,150,279801
Volkswagen,ID.3 Pro,2022,37408,Elektro,204,218791
Fiat,500e 500,2022,19922,Elektro,95,149901
Suzuki,Vitara Vitara,2021,90679,Benzin,129,154901
Mercedes-Benz,B 220,2015,115620,Benzin,184,15760
Dacia,Duster II,2024,21560,,101,18990
Mercedes-Benz,CLA 200,2019,87753,Benzin,163,26390
Skoda,Kodiaq Kodiaq,2026,10,Diesel,193,499901
Peugeot,308 SW,2025,2686,Elektro,156,274501
BMW,550 Kamera,2019,114830,Diesel,400,394991
Volkswagen,Golf GTD,2014,143373,Diesel,184,14999
Mercedes-Benz,SL 63,2024,2630,Benzin,585,1578401
Volkswagen,Tiguan Allspace,2023,54500,Benzin,150,29940
MINI,Aceman Favoured,2025,11851,Elektro,184,297061
Audi,A4 Kombi,2010,339216,Diesel,136,3499
Audi,A7 Sportback,2022,44903,Benzin,265,519901
BMW,X3 30e,,3,Benzin,299,638301
Skoda,Octavia 2.0,2022,92500,Diesel,150,208701
Mazda,CX-60 327PS,2026,1,Benzin,327,479401
Renault,Kadjar mit,2017,127911,Benzin,131,10480
MG,ZS 1.5,2024,1859,Benzin,106,18890
BMW,X3 xDrive30e,2022,44750,Benzin,292,427491
Toyota,Yaris Comfort,2022,77700,Benzin,72,129101
BMW,320 Touring,2020,92450,Benzin,184,249891
Ford,Fiesta 1.5,2020,91426,Benzin,200,15940
Mercedes-Benz,CLA 45,2025,10000,Benzin,421,729981
Renault,Austral Techno,2025,26335,Benzin,200,305631
Mercedes-Benz,B 180,2025,3500,Benzin,136,287901
Dacia,Lodgy Stepway,2022,56138,Diesel,116,167451
Audi,Q4 e-tron,2025,1414,Elektro,286,529901
Volkswagen,T6.1 Multivan,2021,67901,Diesel,150,428331
Kia,Sorento 4WD,2013,144432,Diesel,197,15499
SEAT,Ibiza Style,2020,36500,Benzin,80,134801
BMW,530 iA,2023,94915,Benzin,245,339801
Mercedes-Benz,C 180,2007,124000,Benzin,143,6990
Land,Rover Discovery,2016,229000,Diesel,179,11900
Skoda,"Kamiq 1,0",2023,35800,Benzin,110,199901
Volkswagen,Golf Comfortline*SHZ*PDC*NAVI*uvm,2020,18898,Elektro,136,169701
Volkswagen,ID.4 Pro,2022,40990,Elektro,204,267701
Tesla,Model Y,2023,72072,Elektro,534,358851
Ford,Kuga ST-Line,2025,16927,Benzin,186,334801
Dacia,Bigster Expression,2026,10,Benzin,140,271501
Toyota,Aygo X,2025,10,Benzin,72,164891
Volvo,XC60 B4,2021,78900,Diesel,197,298901
Volkswagen,Touran Comfortline,2024,27702,Diesel,150,317801
Audi,Q7 45,2019,80112,Diesel,231,42990
Volkswagen,T7 California,2025,19400,Benzin,245,714801
BMW,420 Aut.,2022,49900,Diesel,190,349501
Audi,Q5 40,2022,76450,Benzin,204,324491
Mercedes-Benz,EQS SUV,2024,3350,Elektro,360,948551
BMW,X5 M,2024,19600,Benzin,530,849801
Volkswagen,"Caddy 2,0",2022,78400,Diesel,122,272491
Mercedes-Benz,E 220,2025,8000,Diesel,197,629001
